velocidad_bala,distancia,bala_y,accion
-6.0,118.0,-9.0,2
-6.0,112.0,-9.0,2
-6.0,106.0,-9.0,2
-6.0,100.0,-9.0,2
-6.0,94.0,-9.0,2
-6.0,88.0,-9.0,2
-6.0,82.0,-9.0,2
-6.0,76.0,-9.0,2
-6.0,70.0,-9.0,2
-6.0,64.0,-9.0,2
-6.0,58.0,-9.0,2
-6.0,52.0,-9.0,2
-6.0,46.0,-9.0,2
-6.0,40.0,-9.0,2
-6.0,34.0,-9.0,2
-6.0,28.0,-9.0,2
-6.0,22.0,-9.0,2
-6.0,16.0,-9.0,2
-6.0,10.0,-9.0,2
-6.0,4.0,-9.0,2
-6.0,2.0,-9.0,2
-6.0,8.0,-9.0,2
-6.0,14.0,-9.0,2
-6.0,20.0,-9.0,2
-6.0,26.0,-9.0,2
-6.0,32.0,-9.0,2
-6.0,38.0,-9.0,2
-6.0,44.0,-9.0,2
-6.0,50.0,-9.0,2
-6.0,56.0,-9.0,2
-6.0,62.0,-9.0,2
-6.0,68.0,-9.0,2
-9.0,961.0,-9.0,2
-9.0,952.0,-9.0,2
-9.0,943.0,-9.0,2
-9.0,934.0,-9.0,2
-9.0,925.0,-9.0,2
-9.0,916.0,-9.0,2
-9.0,907.0,-9.0,2
-9.0,898.0,-9.0,2
-9.0,889.0,-9.0,2
-9.0,880.0,-9.0,2
-9.0,871.0,-9.0,2
-9.0,862.0,-9.0,2
-9.0,853.0,-9.0,0
-9.0,844.0,-9.0,0
-9.0,835.0,-9.0,0
-9.0,826.0,-9.0,0
-9.0,817.0,-9.0,0
-9.0,808.0,-9.0,0
-9.0,799.0,-9.0,0
-9.0,790.0,-9.0,0
-9.0,781.0,-9.0,0
-9.0,772.0,-9.0,0
-9.0,763.0,-9.0,0
-9.0,754.0,-9.0,0
-9.0,745.0,-9.0,0
-9.0,736.0,-9.0,0
-9.0,727.0,-9.0,0
-9.0,718.0,-9.0,0
-9.0,709.0,-9.0,0
-9.0,700.0,-9.0,0
-9.0,691.0,-9.0,0
-9.0,682.0,-9.0,0
-9.0,673.0,-9.0,0
-9.0,664.0,-9.0,0
-9.0,655.0,-9.0,0
-9.0,646.0,-9.0,0
-9.0,637.0,-9.0,0
-9.0,628.0,-9.0,0
-9.0,619.0,-9.0,0
-9.0,610.0,-9.0,0
-9.0,601.0,-9.0,0
-9.0,592.0,-9.0,0
-9.0,583.0,-9.0,0
-9.0,574.0,-9.0,0
-9.0,565.0,-9.0,0
-9.0,556.0,-9.0,0
-9.0,547.0,-9.0,0
-9.0,538.0,-9.0,0
-9.0,529.0,-9.0,0
-9.0,520.0,-9.0,0
-9.0,511.0,-9.0,0
-9.0,502.0,-9.0,0
-9.0,493.0,-9.0,0
-9.0,484.0,-9.0,0
-9.0,475.0,-9.0,0
-9.0,466.0,-9.0,0
-9.0,457.0,-9.0,0
-9.0,448.0,-9.0,0
-9.0,439.0,-9.0,0
-9.0,430.0,-9.0,0
-9.0,421.0,-9.0,0
-9.0,412.0,-9.0,0
-9.0,403.0,-9.0,0
-9.0,394.0,-9.0,0
-9.0,385.0,-9.0,0
-9.0,376.0,-9.0,0
-9.0,367.0,-9.0,0
-9.0,358.0,-9.0,0
-9.0,349.0,-9.0,0
-9.0,340.0,-9.0,0
-9.0,331.0,-9.0,0
-9.0,322.0,-9.0,0
-9.0,313.0,-9.0,0
-9.0,304.0,-9.0,0
-9.0,295.0,-9.0,0
-9.0,286.0,-9.0,0
-9.0,277.0,-9.0,0
-9.0,268.0,-9.0,0
-9.0,259.0,-9.0,0
-9.0,250.0,-9.0,0
-9.0,241.0,-9.0,0
-9.0,232.0,-9.0,0
-9.0,223.0,-9.0,0
-9.0,214.0,-9.0,0
-9.0,205.0,-9.0,0
-9.0,196.0,-9.0,0
-9.0,187.0,-9.0,0
-9.0,178.0,-9.0,0
-9.0,169.0,-9.0,0
-9.0,160.0,-9.0,2
-9.0,151.0,-9.0,2
-9.0,142.0,-9.0,2
-9.0,133.0,-9.0,2
-9.0,124.0,-9.0,2
-9.0,115.0,-9.0,2
-9.0,106.0,-9.0,2
-9.0,97.0,-9.0,2
-9.0,88.0,-9.0,2
-9.0,79.0,-9.0,2
-9.0,70.0,-9.0,2
-9.0,61.0,-9.0,2
-9.0,52.0,-9.0,2
-9.0,43.0,-9.0,2
-9.0,34.0,-9.0,2
-9.0,25.0,-9.0,2
-9.0,16.0,-9.0,2
-9.0,7.0,-9.0,2
-9.0,2.0,-9.0,2
-9.0,11.0,-9.0,2
-9.0,20.0,-9.0,2
-9.0,29.0,-9.0,2
-9.0,38.0,-9.0,2
-9.0,47.0,-9.0,2
-9.0,56.0,-9.0,2
-9.0,65.0,-9.0,2
-13.0,957.0,-35.0,2
-13.0,944.0,-35.0,2
-13.0,931.0,-35.0,2
-13.0,918.0,-35.0,2
-13.0,905.0,-35.0,0
-13.0,892.0,-35.0,0
-13.0,879.0,-35.0,0
-13.0,866.0,-35.0,0
-13.0,853.0,-35.0,0
-13.0,840.0,-35.0,0
-13.0,827.0,-35.0,0
-13.0,814.0,-35.0,0
-13.0,801.0,-35.0,0
-13.0,788.0,-35.0,0
-13.0,775.0,-35.0,0
-13.0,762.0,-35.0,0
-13.0,749.0,-35.0,0
-13.0,736.0,-35.0,0
-13.0,723.0,-35.0,0
-13.0,710.0,-35.0,0
-13.0,697.0,-35.0,0
-13.0,684.0,-35.0,0
-13.0,671.0,-35.0,0
-13.0,658.0,-35.0,0
-13.0,645.0,-35.0,0
-13.0,632.0,-35.0,0
-13.0,619.0,-35.0,0
-13.0,606.0,-35.0,0
-13.0,593.0,-35.0,0
-13.0,580.0,-35.0,0
-13.0,567.0,-35.0,0
-13.0,554.0,-35.0,0
-13.0,541.0,-35.0,0
-13.0,528.0,-35.0,0
-13.0,515.0,-35.0,0
-13.0,502.0,-35.0,0
-13.0,489.0,-35.0,0
-13.0,476.0,-35.0,0
-13.0,463.0,-35.0,0
-13.0,450.0,-35.0,0
-13.0,437.0,-35.0,0
-13.0,424.0,-35.0,0
-13.0,411.0,-35.0,0
-13.0,398.0,-35.0,0
-13.0,385.0,-35.0,0
-13.0,372.0,-35.0,0
-13.0,359.0,-35.0,0
-13.0,346.0,-35.0,0
-13.0,333.0,-35.0,0
-13.0,320.0,-35.0,0
-13.0,307.0,-35.0,0
-13.0,294.0,-35.0,0
-13.0,281.0,-35.0,0
-13.0,268.0,-35.0,0
-13.0,255.0,-35.0,0
-13.0,242.0,-35.0,0
-13.0,229.0,-35.0,0
-13.0,216.0,-35.0,0
-13.0,203.0,-35.0,0
-13.0,190.0,-35.0,0
-13.0,177.0,-35.0,0
-13.0,164.0,-35.0,0
-13.0,151.0,-35.0,0
-13.0,138.0,-35.0,0
-13.0,125.0,-35.0,0
-13.0,112.0,-35.0,0
-13.0,99.0,-35.0,1
-13.0,86.0,-35.0,1
-13.0,73.0,-35.0,1
-13.0,60.0,-35.0,1
-13.0,47.0,-35.0,1
-13.0,34.0,-35.0,1
-13.0,21.0,-35.0,1
-13.0,8.0,-35.0,1
-13.0,5.0,-35.0,1
-13.0,18.0,-35.0,1
-13.0,31.0,-35.0,1
-13.0,44.0,-35.0,1
-13.0,57.0,-35.0,1
-13.0,70.0,-35.0,1
-8.0,962.0,77.0,1
-8.0,954.0,77.0,1
-8.0,946.0,77.0,1
-8.0,938.0,77.0,1
-8.0,930.0,77.0,1
-8.0,922.0,77.0,1
-8.0,914.0,77.0,1
-8.0,906.0,77.0,1
-8.0,898.0,77.0,1
-8.0,890.0,77.0,1
-8.0,882.0,77.0,1
-8.0,874.0,77.0,1
-8.0,866.0,77.0,1
-8.0,858.0,77.0,1
-8.0,850.0,77.0,1
-8.0,842.0,77.0,1
-8.0,834.0,77.0,1
-8.0,826.0,77.0,0
-8.0,818.0,77.0,0
-8.0,810.0,77.0,0
-8.0,802.0,77.0,0
-8.0,794.0,77.0,0
-8.0,786.0,77.0,0
-8.0,778.0,77.0,0
-8.0,770.0,77.0,0
-8.0,762.0,77.0,0
-8.0,754.0,77.0,0
-8.0,746.0,77.0,0
-8.0,738.0,77.0,0
-8.0,730.0,77.0,0
-8.0,722.0,77.0,0
-8.0,714.0,77.0,0
-8.0,706.0,77.0,0
-8.0,698.0,77.0,0
-8.0,690.0,77.0,0
-8.0,682.0,77.0,0
-8.0,674.0,77.0,0
-8.0,666.0,77.0,0
-8.0,658.0,77.0,0
-8.0,650.0,77.0,0
-8.0,642.0,77.0,0
-8.0,634.0,77.0,0
-8.0,626.0,77.0,0
-8.0,618.0,77.0,0
-8.0,610.0,77.0,0
-8.0,602.0,77.0,0
-8.0,594.0,77.0,0
-8.0,586.0,77.0,0
-8.0,578.0,77.0,0
-8.0,570.0,77.0,0
-8.0,562.0,77.0,0
-8.0,554.0,77.0,0
-8.0,546.0,77.0,0
-8.0,538.0,77.0,0
-8.0,530.0,77.0,0
-8.0,522.0,77.0,0
-8.0,514.0,77.0,0
-8.0,506.0,77.0,0
-8.0,498.0,77.0,0
-8.0,490.0,77.0,0
-8.0,482.0,77.0,0
-8.0,474.0,77.0,0
-8.0,466.0,77.0,0
-8.0,458.0,77.0,0
-8.0,450.0,77.0,0
-8.0,442.0,77.0,0
-8.0,434.0,77.0,0
-8.0,426.0,77.0,0
-8.0,418.0,77.0,0
-8.0,410.0,77.0,0
-8.0,402.0,77.0,0
-8.0,394.0,77.0,0
-8.0,386.0,77.0,0
-8.0,378.0,77.0,0
-8.0,370.0,77.0,0
-8.0,362.0,77.0,0
-8.0,354.0,77.0,0
-8.0,346.0,77.0,0
-8.0,338.0,77.0,0
-8.0,330.0,77.0,0
-8.0,322.0,77.0,0
-8.0,314.0,77.0,0
-8.0,306.0,77.0,0
-8.0,298.0,77.0,0
-8.0,290.0,77.0,0
-8.0,282.0,77.0,0
-8.0,274.0,77.0,0
-8.0,266.0,77.0,0
-8.0,258.0,77.0,0
-8.0,250.0,77.0,0
-8.0,242.0,77.0,0
-8.0,234.0,77.0,0
-8.0,226.0,77.0,0
-8.0,218.0,77.0,0
-8.0,210.0,77.0,0
-8.0,202.0,77.0,0
-8.0,194.0,77.0,0
-8.0,186.0,77.0,0
-8.0,178.0,77.0,0
-8.0,170.0,77.0,0
-8.0,162.0,77.0,0
-8.0,154.0,77.0,0
-8.0,146.0,77.0,0
-8.0,138.0,77.0,0
-8.0,130.0,77.0,0
-8.0,122.0,77.0,0
-8.0,114.0,77.0,0
-8.0,106.0,77.0,0
-8.0,98.0,77.0,0
-8.0,90.0,77.0,0
-8.0,82.0,77.0,0
-8.0,74.0,77.0,0
-8.0,66.0,77.0,0
-8.0,58.0,77.0,0
-8.0,50.0,77.0,0
-8.0,42.0,77.0,0
-8.0,34.0,77.0,0
-8.0,26.0,77.0,0
-8.0,18.0,77.0,0
-8.0,10.0,77.0,0
-8.0,2.0,77.0,0
-8.0,6.0,77.0,0
-8.0,14.0,77.0,0
-8.0,22.0,77.0,0
-8.0,30.0,77.0,0
-8.0,38.0,77.0,0
-8.0,46.0,77.0,0
-8.0,54.0,77.0,0
-8.0,62.0,77.0,0
-8.0,70.0,77.0,0
-9.0,961.0,77.0,0
-9.0,952.0,77.0,0
-9.0,943.0,77.0,0
-9.0,934.0,77.0,0
-9.0,925.0,77.0,0
-9.0,916.0,77.0,0
-9.0,907.0,77.0,0
-9.0,898.0,77.0,0
-9.0,889.0,77.0,0
-9.0,880.0,77.0,0
-9.0,871.0,77.0,0
-9.0,862.0,77.0,0
-9.0,853.0,77.0,0
-9.0,844.0,77.0,0
-9.0,835.0,77.0,0
-9.0,826.0,77.0,0
-9.0,817.0,77.0,0
-9.0,808.0,77.0,0
-9.0,799.0,77.0,0
-9.0,790.0,77.0,0
-9.0,781.0,77.0,0
-9.0,772.0,77.0,0
-9.0,763.0,77.0,0
-9.0,754.0,77.0,0
-9.0,745.0,77.0,0
-9.0,736.0,77.0,0
-9.0,727.0,77.0,0
-9.0,718.0,77.0,0
-9.0,709.0,77.0,0
-9.0,700.0,77.0,0
-9.0,691.0,77.0,0
-9.0,682.0,77.0,0
-9.0,673.0,77.0,0
-9.0,664.0,77.0,0
-9.0,655.0,77.0,0
-9.0,646.0,77.0,0
-9.0,637.0,77.0,0
-9.0,628.0,77.0,0
-9.0,619.0,77.0,0
-9.0,610.0,77.0,0
-9.0,601.0,77.0,0
-9.0,592.0,77.0,0
-9.0,583.0,77.0,0
-9.0,574.0,77.0,0
-9.0,565.0,77.0,0
-9.0,556.0,77.0,0
-9.0,547.0,77.0,0
-9.0,538.0,77.0,0
-9.0,529.0,77.0,0
-9.0,520.0,77.0,0
-9.0,511.0,77.0,0
-9.0,502.0,77.0,0
-9.0,493.0,77.0,0
-9.0,484.0,77.0,0
-9.0,475.0,77.0,0
-9.0,466.0,77.0,0
-9.0,457.0,77.0,0
-9.0,448.0,77.0,0
-9.0,439.0,77.0,0
-9.0,430.0,77.0,0
-9.0,421.0,77.0,0
-9.0,412.0,77.0,0
-9.0,403.0,77.0,0
-9.0,394.0,77.0,0
-9.0,385.0,77.0,0
-9.0,376.0,77.0,0
-9.0,367.0,77.0,0
-9.0,358.0,77.0,0
-9.0,349.0,77.0,0
-9.0,340.0,77.0,0
-9.0,331.0,77.0,0
-9.0,322.0,77.0,0
-9.0,313.0,77.0,0
-9.0,304.0,77.0,0
-9.0,295.0,77.0,0
-9.0,286.0,77.0,0
-9.0,277.0,77.0,0
-9.0,268.0,77.0,0
-9.0,259.0,77.0,0
-9.0,250.0,77.0,0
-9.0,241.0,77.0,0
-9.0,232.0,77.0,0
-9.0,223.0,77.0,0
-9.0,214.0,77.0,0
-9.0,205.0,77.0,0
-9.0,196.0,77.0,0
-9.0,187.0,77.0,0
-9.0,178.0,77.0,0
-9.0,169.0,77.0,0
-9.0,160.0,77.0,0
-9.0,151.0,77.0,0
-9.0,142.0,77.0,0
-9.0,133.0,77.0,0
-9.0,124.0,77.0,0
-9.0,115.0,77.0,0
-9.0,106.0,77.0,0
-9.0,97.0,77.0,0
-9.0,88.0,77.0,0
-9.0,79.0,77.0,0
-9.0,70.0,77.0,0
-9.0,61.0,77.0,0
-9.0,52.0,77.0,0
-9.0,43.0,77.0,0
-9.0,34.0,77.0,0
-9.0,25.0,77.0,0
-9.0,16.0,77.0,0
-9.0,7.0,77.0,0
-9.0,2.0,77.0,0
-9.0,11.0,77.0,0
-9.0,20.0,77.0,0
-9.0,29.0,77.0,0
-9.0,38.0,77.0,0
-9.0,47.0,77.0,0
-9.0,56.0,77.0,0
-9.0,65.0,77.0,0
-13.0,957.0,77.0,0
-13.0,944.0,77.0,0
-13.0,931.0,77.0,0
-13.0,918.0,77.0,0
-13.0,905.0,77.0,0
-13.0,892.0,77.0,0
-13.0,879.0,77.0,0
-13.0,866.0,77.0,0
-13.0,853.0,77.0,0
-13.0,840.0,77.0,0
-13.0,827.0,77.0,0
-13.0,814.0,77.0,0
-13.0,801.0,77.0,0
-13.0,788.0,77.0,0
-13.0,775.0,77.0,0
-13.0,762.0,77.0,0
-13.0,749.0,77.0,0
-13.0,736.0,77.0,0
-13.0,723.0,77.0,0
-13.0,710.0,77.0,0
-13.0,697.0,77.0,0
-13.0,684.0,77.0,0
-13.0,671.0,77.0,0
-13.0,658.0,77.0,0
-13.0,645.0,77.0,0
-13.0,632.0,77.0,0
-13.0,619.0,77.0,0
-13.0,606.0,77.0,0
-13.0,593.0,77.0,0
-13.0,580.0,77.0,0
-13.0,567.0,77.0,0
-13.0,554.0,77.0,0
-13.0,541.0,77.0,0
-13.0,528.0,77.0,0
-13.0,515.0,77.0,0
-13.0,502.0,77.0,0
-13.0,489.0,77.0,0
-13.0,476.0,77.0,0
-13.0,463.0,77.0,0
-13.0,450.0,77.0,0
-13.0,437.0,77.0,0
-13.0,424.0,77.0,0
-13.0,411.0,77.0,0
-13.0,398.0,77.0,0
-13.0,385.0,77.0,0
-13.0,372.0,77.0,0
-13.0,359.0,77.0,0
-13.0,346.0,77.0,0
-13.0,333.0,77.0,0
-13.0,320.0,77.0,0
-13.0,307.0,77.0,0
-13.0,294.0,77.0,0
-13.0,281.0,77.0,0
-13.0,268.0,77.0,0
-13.0,255.0,77.0,0
-13.0,242.0,77.0,0
-13.0,229.0,77.0,0
-13.0,216.0,77.0,0
-13.0,203.0,77.0,0
-13.0,190.0,77.0,0
-13.0,177.0,77.0,0
-13.0,164.0,77.0,0
-13.0,151.0,77.0,0
-13.0,138.0,77.0,0
-13.0,125.0,77.0,0
-13.0,112.0,77.0,0
-13.0,99.0,77.0,0
-13.0,86.0,77.0,0
-13.0,73.0,77.0,0
-13.0,60.0,77.0,0
-13.0,47.0,77.0,0
-13.0,34.0,77.0,0
-13.0,21.0,77.0,0
-13.0,8.0,77.0,0
-13.0,5.0,77.0,0
-13.0,18.0,77.0,0
-13.0,31.0,77.0,0
-13.0,44.0,77.0,0
-13.0,57.0,77.0,0
-13.0,70.0,77.0,0
-8.0,962.0,-9.0,0
-8.0,954.0,-9.0,0
-8.0,946.0,-9.0,0
-8.0,938.0,-9.0,0
-8.0,930.0,-9.0,0
-8.0,922.0,-9.0,0
-8.0,914.0,-9.0,0
-8.0,906.0,-9.0,0
-8.0,898.0,-9.0,0
-8.0,890.0,-9.0,0
-8.0,882.0,-9.0,0
-8.0,874.0,-9.0,0
-8.0,866.0,-9.0,0
-8.0,858.0,-9.0,0
-8.0,850.0,-9.0,0
-8.0,842.0,-9.0,0
-8.0,834.0,-9.0,0
-8.0,826.0,-9.0,0
-8.0,818.0,-9.0,0
-8.0,810.0,-9.0,0
-8.0,802.0,-9.0,0
-8.0,794.0,-9.0,0
-8.0,786.0,-9.0,0
-8.0,778.0,-9.0,0
-8.0,770.0,-9.0,0
-8.0,762.0,-9.0,0
-8.0,754.0,-9.0,0
-8.0,746.0,-9.0,0
-8.0,738.0,-9.0,0
-8.0,730.0,-9.0,0
-8.0,722.0,-9.0,0
-8.0,714.0,-9.0,0
-8.0,706.0,-9.0,0
-8.0,698.0,-9.0,0
-8.0,690.0,-9.0,0
-8.0,682.0,-9.0,0
-8.0,674.0,-9.0,0
-8.0,666.0,-9.0,0
-8.0,658.0,-9.0,0
-8.0,650.0,-9.0,0
-8.0,642.0,-9.0,0
-8.0,634.0,-9.0,0
-8.0,626.0,-9.0,0
-8.0,618.0,-9.0,0
-8.0,610.0,-9.0,0
-8.0,602.0,-9.0,0
-8.0,594.0,-9.0,0
-8.0,586.0,-9.0,0
-8.0,578.0,-9.0,0
-8.0,570.0,-9.0,0
-8.0,562.0,-9.0,0
-8.0,554.0,-9.0,0
-8.0,546.0,-9.0,0
-8.0,538.0,-9.0,0
-8.0,530.0,-9.0,0
-8.0,522.0,-9.0,0
-8.0,514.0,-9.0,0
-8.0,506.0,-9.0,0
-8.0,498.0,-9.0,0
-8.0,490.0,-9.0,0
-8.0,482.0,-9.0,0
-8.0,474.0,-9.0,0
-8.0,466.0,-9.0,0
-8.0,458.0,-9.0,0
-8.0,450.0,-9.0,0
-8.0,442.0,-9.0,0
-8.0,434.0,-9.0,0
-8.0,426.0,-9.0,0
-8.0,418.0,-9.0,0
-8.0,410.0,-9.0,0
-8.0,402.0,-9.0,0
-8.0,394.0,-9.0,0
-8.0,386.0,-9.0,0
-8.0,378.0,-9.0,0
-8.0,370.0,-9.0,0
-8.0,362.0,-9.0,0
-8.0,354.0,-9.0,0
-8.0,346.0,-9.0,0
-8.0,338.0,-9.0,0
-8.0,330.0,-9.0,0
-8.0,322.0,-9.0,0
-8.0,314.0,-9.0,0
-8.0,306.0,-9.0,0
-8.0,298.0,-9.0,0
-8.0,290.0,-9.0,0
-8.0,282.0,-9.0,0
-8.0,274.0,-9.0,0
-8.0,266.0,-9.0,0
-8.0,258.0,-9.0,0
-8.0,250.0,-9.0,0
-8.0,242.0,-9.0,0
-8.0,234.0,-9.0,0
-8.0,226.0,-9.0,0
-8.0,218.0,-9.0,0
-8.0,210.0,-9.0,2
-8.0,202.0,-9.0,2
-8.0,194.0,-9.0,2
-8.0,186.0,-9.0,2
-8.0,178.0,-9.0,2
-8.0,170.0,-9.0,2
-8.0,162.0,-9.0,2
-8.0,154.0,-9.0,2
-8.0,146.0,-9.0,2
-8.0,138.0,-9.0,2
-8.0,130.0,-9.0,2
-8.0,122.0,-9.0,2
-8.0,114.0,-9.0,2
-8.0,106.0,-9.0,2
-8.0,98.0,-9.0,2
-8.0,90.0,-9.0,2
-8.0,82.0,-9.0,2
-8.0,74.0,-9.0,2
-8.0,66.0,-9.0,2
-8.0,58.0,-9.0,2
-8.0,50.0,-9.0,2
-8.0,42.0,-9.0,2
-8.0,34.0,-9.0,2
-8.0,26.0,-9.0,2
-8.0,18.0,-9.0,2
-8.0,10.0,-9.0,2
-8.0,2.0,-9.0,2
-8.0,6.0,-9.0,2
-8.0,14.0,-9.0,2
-8.0,22.0,-9.0,2
-8.0,30.0,-9.0,2
-8.0,38.0,-9.0,2
-8.0,46.0,-9.0,2
-8.0,54.0,-9.0,2
-8.0,62.0,-9.0,2
-8.0,70.0,-9.0,0
-11.0,959.0,-9.0,0
-11.0,948.0,-9.0,0
-11.0,937.0,-9.0,0
-11.0,926.0,-9.0,0
-11.0,915.0,-9.0,0
-11.0,904.0,-9.0,0
-11.0,893.0,-9.0,0
-11.0,882.0,-9.0,0
-11.0,871.0,-9.0,0
-11.0,860.0,-9.0,0
-11.0,849.0,-9.0,0
-11.0,838.0,-9.0,0
-11.0,827.0,-9.0,0
-11.0,816.0,-9.0,0
-11.0,805.0,-9.0,0
-11.0,794.0,-9.0,0
-11.0,783.0,-9.0,0
-11.0,772.0,-9.0,0
-11.0,761.0,-9.0,0
-11.0,750.0,-9.0,0
-11.0,739.0,-9.0,0
-11.0,728.0,-9.0,0
-11.0,717.0,-9.0,0
-11.0,706.0,-9.0,0
-11.0,695.0,-9.0,0
-11.0,684.0,-9.0,0
-11.0,673.0,-9.0,0
-11.0,662.0,-9.0,0
-11.0,651.0,-9.0,0
-11.0,640.0,-9.0,0
-11.0,629.0,-9.0,0
-11.0,618.0,-9.0,0
-11.0,607.0,-9.0,0
-11.0,596.0,-9.0,0
-11.0,585.0,-9.0,0
-11.0,574.0,-9.0,0
-11.0,563.0,-9.0,0
-11.0,552.0,-9.0,0
-11.0,541.0,-9.0,0
-11.0,530.0,-9.0,0
-11.0,519.0,-9.0,0
-11.0,508.0,-9.0,0
-11.0,497.0,-9.0,0
-11.0,486.0,-9.0,0
-11.0,475.0,-9.0,0
-11.0,464.0,-9.0,0
-11.0,453.0,-9.0,0
-11.0,442.0,-9.0,0
-11.0,431.0,-9.0,0
-11.0,420.0,-9.0,0
-11.0,409.0,-9.0,0
-11.0,398.0,-9.0,0
-11.0,387.0,-9.0,0
-11.0,376.0,-9.0,0
-11.0,365.0,-9.0,0
-11.0,354.0,-9.0,0
-11.0,343.0,-9.0,0
-11.0,332.0,-9.0,0
-11.0,321.0,-9.0,0
-11.0,310.0,-9.0,0
-11.0,299.0,-9.0,0
-11.0,288.0,-9.0,0
-11.0,277.0,-9.0,0
-11.0,266.0,-9.0,0
-11.0,255.0,-9.0,0
-11.0,244.0,-9.0,0
-11.0,233.0,-9.0,2
-11.0,222.0,-9.0,2
-11.0,211.0,-9.0,2
-11.0,200.0,-9.0,2
-11.0,189.0,-9.0,2
-11.0,178.0,-9.0,2
-11.0,167.0,-9.0,2
-11.0,156.0,-9.0,2
-11.0,145.0,-9.0,2
-11.0,134.0,-9.0,2
-11.0,123.0,-9.0,2
-11.0,112.0,-9.0,2
-11.0,101.0,-9.0,2
-11.0,90.0,-9.0,2
-11.0,79.0,-9.0,2
-11.0,68.0,-9.0,2
-11.0,57.0,-9.0,2
-11.0,46.0,-9.0,2
-11.0,35.0,-9.0,2
-11.0,24.0,-9.0,2
-11.0,13.0,-9.0,2
-11.0,2.0,-9.0,2
-11.0,9.0,-9.0,2
-11.0,20.0,-9.0,2
-11.0,31.0,-9.0,2
-11.0,42.0,-9.0,2
-11.0,53.0,-9.0,2
-11.0,64.0,-9.0,2
-9.0,961.0,-35.0,0
-9.0,952.0,-35.0,0
-9.0,943.0,-35.0,0
-9.0,934.0,-35.0,0
-9.0,925.0,-35.0,0
-9.0,916.0,-35.0,0
-9.0,907.0,-35.0,0
-9.0,898.0,-35.0,0
-9.0,889.0,-35.0,0
-9.0,880.0,-35.0,0
-9.0,871.0,-35.0,0
-9.0,862.0,-35.0,0
-9.0,853.0,-35.0,0
-9.0,844.0,-35.0,0
-9.0,835.0,-35.0,0
-9.0,826.0,-35.0,0
-9.0,817.0,-35.0,0
-9.0,808.0,-35.0,0
-9.0,799.0,-35.0,0
-9.0,790.0,-35.0,0
-9.0,781.0,-35.0,0
-9.0,772.0,-35.0,0
-9.0,763.0,-35.0,0
-9.0,754.0,-35.0,0
-9.0,745.0,-35.0,0
-9.0,736.0,-35.0,0
-9.0,727.0,-35.0,0
-9.0,718.0,-35.0,0
-9.0,709.0,-35.0,0
-9.0,700.0,-35.0,0
-9.0,691.0,-35.0,0
-9.0,682.0,-35.0,0
-9.0,673.0,-35.0,0
-9.0,664.0,-35.0,0
-9.0,655.0,-35.0,0
-9.0,646.0,-35.0,0
-9.0,637.0,-35.0,0
-9.0,628.0,-35.0,0
-9.0,619.0,-35.0,0
-9.0,610.0,-35.0,0
-9.0,601.0,-35.0,0
-9.0,592.0,-35.0,0
-9.0,583.0,-35.0,0
-9.0,574.0,-35.0,0
-9.0,565.0,-35.0,0
-9.0,556.0,-35.0,0
-9.0,547.0,-35.0,0
-9.0,538.0,-35.0,0
-9.0,529.0,-35.0,0
-9.0,520.0,-35.0,0
-9.0,511.0,-35.0,0
-9.0,502.0,-35.0,0
-9.0,493.0,-35.0,0
-9.0,484.0,-35.0,0
-9.0,475.0,-35.0,0
-9.0,466.0,-35.0,0
-9.0,457.0,-35.0,0
-9.0,448.0,-35.0,0
-9.0,439.0,-35.0,0
-9.0,430.0,-35.0,0
-9.0,421.0,-35.0,0
-9.0,412.0,-35.0,0
-9.0,403.0,-35.0,0
-9.0,394.0,-35.0,0
-9.0,385.0,-35.0,0
-9.0,376.0,-35.0,0
-9.0,367.0,-35.0,0
-9.0,358.0,-35.0,0
-9.0,349.0,-35.0,0
-9.0,340.0,-35.0,0
-9.0,331.0,-35.0,0
-9.0,322.0,-35.0,0
-9.0,313.0,-35.0,0
-9.0,304.0,-35.0,0
-9.0,295.0,-35.0,0
-9.0,286.0,-35.0,0
-9.0,277.0,-35.0,0
-9.0,268.0,-35.0,0
-9.0,259.0,-35.0,0
-9.0,250.0,-35.0,0
-9.0,241.0,-35.0,0
-9.0,232.0,-35.0,0
-9.0,223.0,-35.0,0
-9.0,214.0,-35.0,0
-9.0,205.0,-35.0,0
-9.0,196.0,-35.0,0
-9.0,187.0,-35.0,0
-9.0,178.0,-35.0,0
-9.0,169.0,-35.0,0
-9.0,160.0,-35.0,0
-9.0,151.0,-35.0,1
-9.0,142.0,-35.0,1
-9.0,133.0,-35.0,1
-9.0,124.0,-35.0,1
-9.0,115.0,-35.0,1
-9.0,106.0,-35.0,1
-9.0,97.0,-35.0,1
-9.0,88.0,-35.0,1
-9.0,79.0,-35.0,1
-9.0,70.0,-35.0,1
-9.0,61.0,-35.0,1
-9.0,52.0,-35.0,1
-9.0,43.0,-35.0,1
-9.0,34.0,-35.0,1
-9.0,25.0,-35.0,1
-9.0,16.0,-35.0,1
-9.0,7.0,-35.0,1
-9.0,2.0,-35.0,1
-9.0,11.0,-35.0,1
-9.0,20.0,-35.0,1
-9.0,29.0,-35.0,1
-9.0,38.0,-35.0,1
-9.0,47.0,-35.0,1
-9.0,56.0,-35.0,1
-9.0,65.0,-35.0,1
-6.0,964.0,-35.0,1
-6.0,958.0,-35.0,1
-6.0,952.0,-35.0,1
